tarih,ürün,kategori,satış_miktarı,birim_fiyat,bölge
2026-06-18,Ürün A,Ev,38,274.17,İstanbul
2026-04-07,Ürün B,Elektronik,310,107.53,İzmir
2026-07-08,Ürün C,Giyim,281,157.39,Adana
2026-11-16,Ürün A,Elektronik,74,320.81,Ankara
2026-11-15,Ürün C,Ev,382,168.3,Gaziantep
2026-04-16,Ürün C,Ev,92,151.31,Bursa
2026-06-26,Ürün C,Elektronik,296,173.64,Adana
2026-10-04,Ürün A,Elektronik,375,262.77,Gaziantep
2026-10-25,Ürün B,Giyim,125,84.21,Ankara
2026-04-06,Ürün C,Giyim,355,199.52,İzmir
2026-11-08,Ürün B,Ev,150,116.94,Antalya
2026-05-27,Ürün A,Giyim,339,252.33,İzmir
2026-02-23,Ürün A,Ev,53,321.88,Bursa
2026-05-09,Ürün A,Giyim,99,309.91,İstanbul
2026-11-15,Ürün A,Giyim,395,313.54,İstanbul
2026-08-05,Ürün A,Elektronik,178,287.94,Konya
2026-06-13,Ürün A,Elektronik,419,275.32,İstanbul
2026-02-03,Ürün C,Giyim,348,180.26,İstanbul
2026-08-25,Ürün A,Ev,111,310.63,Gaziantep
2026-07-21,Ürün A,Ev,365,342.5,Ankara
2026-06-13,Ürün A,Giyim,444,337.31,Gaziantep
2026-04-04,Ürün B,Ev,10,81.4,İstanbul
2026-10-08,Ürün C,Giyim,386,190.56,Gaziantep
2026-05-01,Ürün C,Elektronik,425,175.08,Konya
2026-06-21,Ürün B,Elektronik,180,92.75,İstanbul
2026-12-31,Ürün B,Ev,173,88.25,Antalya
2026-12-25,Ürün B,Ev,316,100.66,Gaziantep
2026-10-26,Ürün C,Ev,17,198.06,Konya
2026-05-29,Ürün B,Elektronik,329,72.97,Adana
2026-12-18,Ürün A,Giyim,404,310.41,Bursa
2026-08-23,Ürün B,Elektronik,86,119.64,Adana
2026-08-02,Ürün C,Ev,230,199.96,Adana
2026-03-01,Ürün B,Giyim,289,78.32,Bursa
2026-05-24,Ürün B,Ev,358,117.8,Adana
2026-03-30,Ürün C,Giyim,306,189.99,Konya
2026-02-22,Ürün C,Elektronik,337,151.48,Ankara
2026-10-20,Ürün A,Giyim,447,311.85,Adana
2026-11-17,Ürün B,Ev,316,78.47,İzmir
2026-12-02,Ürün A,Elektronik,388,318.92,Konya
2026-02-04,Ürün A,Giyim,26,281.43,Ankara
2026-11-23,Ürün C,Elektronik,12,132.79,Adana
2026-05-17,Ürün C,Ev,340,166.83,Bursa
2026-02-14,Ürün A,Giyim,458,300.69,Ankara
2026-12-02,Ürün B,Elektronik,454,88.91,İzmir
2026-12-05,Ürün B,Ev,384,113.66,İstanbul
2026-11-24,Ürün C,Ev,438,141.11,Konya
2026-07-17,Ürün C,Ev,292,191.57,İstanbul
2026-04-20,Ürün B,Elektronik,314,98.74,Ankara
2026-02-22,Ürün C,Elektronik,300,150.75,Antalya
2026-12-19,Ürün A,Giyim,63,301.0,Gaziantep
2026-10-23,Ürün A,Elektronik,444,306.73,Gaziantep
2026-11-03,Ürün B,Ev,299,116.51,Bursa
2026-07-24,Ürün A,Giyim,372,250.62,Adana
2026-06-19,Ürün B,Elektronik,98,102.79,İstanbul
2026-12-27,Ürün B,Ev,86,107.93,Konya
2026-11-18,Ürün A,Giyim,219,307.4,Konya
2026-06-24,Ürün B,Giyim,64,82.65,Gaziantep
2026-12-30,Ürün C,Ev,145,141.81,Adana
2026-05-26,Ürün A,Elektronik,211,311.36,Antalya
2026-01-06,Ürün C,Elektronik,25,146.72,İstanbul
2026-04-28,Ürün C,Elektronik,307,146.28,Konya
2026-02-06,Ürün C,Giyim,427,189.82,Adana
2026-10-24,Ürün A,Elektronik,226,340.21,Ankara
2026-01-19,Ürün A,Elektronik,260,286.86,İzmir
2026-01-10,Ürün A,Giyim,115,297.34,Gaziantep
2026-11-19,Ürün A,Ev,210,328.32,Antalya
2026-06-21,Ürün B,Elektronik,237,79.21,Ankara
2026-04-29,Ürün C,Giyim,117,188.8,Ankara
2026-10-20,Ürün C,Elektronik,221,170.53,İstanbul
2026-09-24,Ürün A,Ev,378,253.57,Gaziantep
2026-11-19,Ürün C,Ev,145,179.88,Antalya
2026-09-23,Ürün A,Elektronik,476,281.67,Adana
2026-09-11,Ürün A,Ev,327,330.19,Ankara
2026-04-12,Ürün C,Giyim,273,158.87,İzmir
2026-03-20,Ürün B,Ev,362,78.18,İzmir
2026-07-07,Ürün B,Elektronik,238,98.9,Antalya
2026-04-28,Ürün B,Ev,208,103.29,Bursa
2026-07-14,Ürün A,Elektronik,268,308.69,Antalya
2026-04-17,Ürün C,Ev,19,150.83,İstanbul
2026-09-10,Ürün A,Ev,249,320.29,İstanbul
2026-05-25,Ürün A,Ev,62,316.6,Antalya
2026-11-17,Ürün A,Ev,30,284.89,Antalya
2026-09-04,Ürün C,Ev,71,125.88,Bursa
2026-10-01,Ürün C,Ev,341,198.79,Adana
2026-08-08,Ürün C,Ev,292,126.02,İstanbul
2026-02-25,Ürün B,Giyim,465,115.58,Antalya
2026-09-13,Ürün C,Ev,499,184.98,İstanbul
2026-11-03,Ürün C,Ev,282,121.94,Bursa
2026-06-13,Ürün C,Elektronik,29,175.14,Antalya
2026-11-15,Ürün C,Giyim,142,134.63,Konya
2026-04-01,Ürün C,Ev,210,131.02,Gaziantep
2026-01-24,Ürün B,Ev,124,110.23,Konya
2026-06-27,Ürün A,Elektronik,197,328.42,Ankara
2026-07-14,Ürün C,Ev,385,198.02,Antalya
2026-07-09,Ürün A,Elektronik,475,289.69,Adana
2026-11-11,Ürün B,Ev,347,75.83,Bursa
2026-05-24,Ürün C,Giyim,436,195.84,İstanbul
2026-03-15,Ürün C,Ev,77,184.94,Antalya
2026-12-13,Ürün B,Elektronik,93,92.25,Antalya
2026-01-28,Ürün B,Giyim,345,117.59,Adana
2026-02-16,Ürün B,Giyim,427,117.39,Antalya
2026-06-05,Ürün B,Giyim,422,89.66,Ankara
2026-05-25,Ürün B,Elektronik,388,92.12,Ankara
2026-04-18,Ürün C,Giyim,82,137.28,Gaziantep
2026-08-07,Ürün B,Giyim,24,101.27,İzmir
2026-12-09,Ürün A,Elektronik,313,298.64,Antalya
2026-12-29,Ürün A,Elektronik,237,331.65,Adana
2026-03-13,Ürün A,Giyim,483,271.11,Ankara
2026-06-26,Ürün B,Giyim,447,88.18,Gaziantep
2026-05-22,Ürün C,Elektronik,498,151.86,Ankara
2026-12-08,Ürün B,Elektronik,34,72.01,Konya
2026-10-05,Ürün C,Ev,382,181.99,İzmir
2026-02-25,Ürün A,Giyim,267,272.03,Bursa
2026-08-14,Ürün A,Elektronik,219,298.86,Konya
2026-07-09,Ürün B,Ev,199,83.72,Antalya
2026-06-14,Ürün A,Ev,361,338.43,Ankara
2026-01-11,Ürün C,Ev,384,127.43,Gaziantep
2026-09-20,Ürün C,Ev,61,133.33,Gaziantep
2026-06-11,Ürün C,Elektronik,311,129.97,Gaziantep
2026-05-05,Ürün C,Elektronik,198,136.64,Antalya
2026-05-18,Ürün A,Giyim,147,343.83,Konya
2026-11-16,Ürün B,Elektronik,375,107.21,Adana
2026-05-31,Ürün A,Giyim,337,330.67,İzmir
2026-05-25,Ürün C,Elektronik,287,193.13,Adana
2026-10-14,Ürün C,Giyim,248,158.38,Bursa
2026-03-01,Ürün C,Ev,382,154.91,İzmir
2026-02-20,Ürün A,Giyim,222,274.33,Adana
2026-02-20,Ürün A,Elektronik,474,286.05,Adana
2026-03-27,Ürün A,Giyim,436,298.81,Ankara
2026-05-10,Ürün B,Ev,299,91.13,Adana
2026-06-06,Ürün B,Elektronik,232,90.08,Gaziantep
2026-08-08,Ürün B,Ev,276,101.54,Bursa
2026-09-11,Ürün B,Elektronik,156,79.43,Gaziantep
2026-05-14,Ürün C,Elektronik,171,188.28,Konya
2026-11-29,Ürün B,Elektronik,263,81.67,Adana
2026-01-03,Ürün C,Elektronik,465,129.76,İzmir
2026-10-21,Ürün A,Giyim,100,349.64,Gaziantep
2026-11-18,Ürün C,Giyim,458,136.64,İstanbul
2026-01-09,Ürün A,Elektronik,63,347.61,İzmir
2026-07-06,Ürün A,Giyim,243,326.15,Adana
2026-07-28,Ürün A,Ev,214,332.28,Bursa
2026-06-17,Ürün B,Ev,209,75.81,İstanbul
2026-02-23,Ürün A,Giyim,69,275.56,Bursa
2026-02-11,Ürün B,Elektronik,331,109.99,Antalya
2026-07-27,Ürün B,Ev,305,80.05,İzmir
2026-10-26,Ürün A,Elektronik,353,333.54,Bursa
2026-10-01,Ürün A,Giyim,381,281.02,Antalya
2026-05-15,Ürün C,Elektronik,386,193.68,İzmir
2026-12-21,Ürün C,Elektronik,54,181.05,Bursa
2026-07-22,Ürün B,Ev,468,96.13,Ankara
2026-05-01,Ürün B,Elektronik,389,98.26,Ankara
2026-12-23,Ürün C,Ev,248,142.57,İstanbul
2026-01-11,Ürün B,Giyim,155,114.89,Gaziantep
2026-05-15,Ürün C,Ev,37,193.76,Adana
2026-01-01,Ürün B,Giyim,327,110.7,Konya
2026-07-24,Ürün A,Giyim,301,267.72,Antalya
2026-01-02,Ürün C,Ev,164,197.47,Adana
2026-11-30,Ürün A,Elektronik,136,278.78,Gaziantep
2026-07-12,Ürün A,Elektronik,258,330.14,Bursa
2026-03-18,Ürün A,Elektronik,471,295.38,Gaziantep
2026-01-24,Ürün B,Elektronik,286,118.73,Adana
2026-11-04,Ürün C,Ev,320,120.12,İstanbul
2026-06-05,Ürün C,Ev,152,184.59,İzmir
2026-08-24,Ürün C,Giyim,101,167.08,Adana
2026-09-13,Ürün B,Giyim,154,100.09,Antalya
2026-10-05,Ürün B,Elektronik,394,70.74,İzmir
2026-06-29,Ürün C,Giyim,97,149.26,Konya
2026-12-18,Ürün A,Ev,102,290.64,İstanbul
2026-02-25,Ürün C,Elektronik,441,192.28,Konya
2026-10-17,Ürün A,Elektronik,239,345.57,Bursa
2026-05-21,Ürün A,Ev,304,255.23,Antalya
2026-06-07,Ürün A,Ev,130,283.49,Antalya
2026-04-12,Ürün B,Ev,199,79.12,İzmir
2026-09-26,Ürün C,Ev,433,199.41,Antalya
2026-01-26,Ürün B,Elektronik,417,79.98,Ankara
2026-04-15,Ürün C,Elektronik,47,163.15,İstanbul
2026-01-17,Ürün B,Elektronik,232,76.1,Bursa
2026-11-14,Ürün B,Giyim,237,75.71,İzmir
2026-01-30,Ürün C,Giyim,314,156.14,Adana
2026-02-10,Ürün A,Ev,241,332.65,Ankara
2026-04-16,Ürün C,Elektronik,444,169.55,Antalya
2026-11-11,Ürün A,Giyim,425,259.18,İzmir
2026-05-03,Ürün C,Ev,32,160.86,Ankara
2026-10-21,Ürün C,Elektronik,171,192.03,Ankara
2026-04-15,Ürün A,Ev,489,332.75,Gaziantep
2026-12-16,Ürün B,Ev,463,91.76,Konya
2026-02-11,Ürün A,Elektronik,497,268.7,Ankara
2026-06-02,Ürün B,Giyim,291,114.68,Konya
2026-08-05,Ürün C,Elektronik,419,134.27,Gaziantep
2026-11-09,Ürün A,Giyim,82,293.94,Bursa
2026-06-03,Ürün B,Elektronik,427,83.92,Adana
2026-11-05,Ürün B,Elektronik,218,86.71,Gaziantep
2026-10-18,Ürün B,Ev,100,115.17,Konya
2026-01-10,Ürün A,Giyim,308,332.48,Konya
2026-01-31,Ürün A,Giyim,462,301.05,Adana
2026-11-13,Ürün C,Ev,372,166.21,İstanbul
2026-08-12,Ürün A,Ev,405,256.14,Antalya
2026-10-30,Ürün C,Giyim,12,129.44,İstanbul
2026-01-26,Ürün B,Elektronik,11,92.3,Konya
2026-10-10,Ürün C,Giyim,472,188.79,Antalya
2026-04-05,Ürün C,Elektronik,139,174.51,İzmir
2026-03-15,Ürün B,Ev,181,78.9,Bursa
2026-10-25,Ürün A,Giyim,250,334.54,Adana
2026-08-06,Ürün C,Giyim,358,162.51,Bursa
2026-11-30,Ürün B,Elektronik,223,89.36,İzmir
2026-09-28,Ürün A,Ev,34,345.33,Konya
2026-02-03,Ürün C,Elektronik,47,197.04,Ankara
2026-09-27,Ürün A,Elektronik,445,272.22,Antalya
2026-04-15,Ürün B,Giyim,129,89.12,Ankara
2026-03-15,Ürün A,Giyim,440,323.1,Ankara
2026-02-21,Ürün A,Giyim,277,346.84,Antalya
2026-04-21,Ürün A,Ev,274,255.41,Konya
2026-04-15,Ürün C,Giyim,372,153.3,Antalya
2026-05-14,Ürün B,Ev,310,106.81,İzmir
2026-01-01,Ürün A,Giyim,96,290.22,Antalya
2026-03-19,Ürün B,Ev,65,76.2,İzmir
2026-01-02,Ürün B,Elektronik,287,100.14,İstanbul
2026-03-14,Ürün A,Ev,167,346.32,Ankara
2026-12-24,Ürün A,Ev,447,287.7,İzmir
2026-07-09,Ürün C,Ev,17,157.83,Konya
2026-05-06,Ürün B,Ev,307,81.13,Adana
2026-01-17,Ürün C,Elektronik,104,184.04,Gaziantep
2026-06-08,Ürün C,Ev,203,125.03,Adana
2026-03-13,Ürün B,Ev,481,87.09,Konya
2026-10-13,Ürün A,Elektronik,168,322.25,İzmir
2026-08-21,Ürün B,Giyim,261,115.9,Konya
2026-02-10,Ürün B,Elektronik,380,93.56,Ankara
2026-05-12,Ürün C,Ev,254,155.16,Adana
2026-02-09,Ürün A,Giyim,478,349.57,Konya
2026-01-08,Ürün A,Elektronik,455,261.42,Bursa
2026-08-20,Ürün B,Giyim,468,116.67,Gaziantep
2026-06-01,Ürün A,Giyim,450,305.72,Antalya
2026-08-14,Ürün B,Ev,180,88.18,Bursa
2026-12-17,Ürün C,Elektronik,462,168.8,Bursa
2026-01-18,Ürün B,Elektronik,84,71.9,Konya
2026-03-16,Ürün C,Ev,214,130.15,Adana
2026-07-10,Ürün C,Elektronik,58,134.04,Bursa
2026-12-22,Ürün B,Giyim,305,99.61,Adana
2026-03-11,Ürün C,Giyim,266,173.79,Adana
2026-09-27,Ürün C,Elektronik,243,173.28,İstanbul
2026-06-19,Ürün A,Elektronik,274,325.13,İstanbul
2026-08-02,Ürün B,Ev,417,84.06,Adana
2026-07-05,Ürün A,Ev,224,303.91,Konya
2026-07-27,Ürün C,Giyim,292,132.43,Bursa
2026-02-19,Ürün A,Elektronik,242,346.79,Konya
2026-12-01,Ürün A,Ev,113,250.18,Gaziantep
2026-08-27,Ürün B,Elektronik,459,109.15,Antalya
2026-05-27,Ürün C,Ev,101,189.67,Konya
2026-03-28,Ürün C,Elektronik,374,155.71,Konya
2026-08-03,Ürün B,Giyim,459,71.3,İstanbul
2026-04-12,Ürün A,Ev,468,276.31,İzmir
2026-01-19,Ürün B,Ev,214,75.68,Bursa
2026-01-29,Ürün C,Ev,61,150.95,İzmir
2026-11-29,Ürün C,Giyim,133,190.26,Adana
2026-04-16,Ürün C,Elektronik,476,126.85,Bursa
2026-09-12,Ürün B,Ev,185,110.18,Konya
2026-08-08,Ürün C,Elektronik,145,170.86,İzmir
2026-01-30,Ürün A,Elektronik,356,329.48,Adana
2026-08-29,Ürün A,Giyim,336,329.29,Adana
2026-05-22,Ürün C,Elektronik,239,196.87,Bursa
2026-09-13,Ürün B,Giyim,327,118.13,İstanbul
2026-12-07,Ürün B,Ev,449,70.4,İzmir
2026-09-06,Ürün A,Elektronik,429,324.61,İzmir
2026-03-30,Ürün A,Giyim,110,317.83,Ankara
2026-05-20,Ürün B,Giyim,29,96.8,İstanbul
2026-02-27,Ürün C,Elektronik,40,176.59,Adana
2026-01-25,Ürün B,Giyim,477,107.54,Konya
2026-05-24,Ürün B,Elektronik,178,107.67,Konya
2026-07-15,Ürün A,Elektronik,25,341.89,Antalya
2026-06-19,Ürün C,Elektronik,130,174.58,Gaziantep
2026-02-09,Ürün A,Elektronik,160,288.19,Bursa
2026-09-28,Ürün C,Giyim,429,159.81,İstanbul
2026-06-16,Ürün A,Giyim,249,322.16,İzmir
2026-03-15,Ürün C,Giyim,123,127.48,İzmir
2026-11-04,Ürün C,Ev,278,139.39,Gaziantep
2026-07-06,Ürün B,Giyim,442,88.94,Gaziantep
2026-02-13,Ürün A,Elektronik,173,273.34,Ankara
2026-10-26,Ürün B,Giyim,420,110.73,Bursa
2026-01-09,Ürün C,Giyim,141,153.69,Adana
2026-12-04,Ürün B,Giyim,35,111.36,Bursa
2026-04-04,Ürün C,Elektronik,474,194.45,Bursa
2026-08-20,Ürün C,Elektronik,473,145.42,Antalya
2026-02-13,Ürün B,Elektronik,284,94.38,Gaziantep
2026-03-20,Ürün C,Ev,206,141.41,İzmir
2026-05-11,Ürün C,Ev,420,166.42,Gaziantep
2026-09-17,Ürün B,Giyim,107,82.6,Ankara
2026-02-07,Ürün A,Elektronik,465,324.12,Ankara
2026-07-16,Ürün B,Elektronik,317,90.15,İzmir
2026-10-08,Ürün A,Giyim,189,258.26,İstanbul
2026-08-29,Ürün C,Ev,376,161.01,Gaziantep
2026-09-05,Ürün B,Elektronik,341,100.31,Ankara
2026-03-31,Ürün B,Giyim,429,118.21,Gaziantep
2026-12-26,Ürün A,Ev,475,272.15,Bursa
2026-02-27,Ürün A,Giyim,394,309.48,Antalya
2026-07-15,Ürün B,Ev,309,99.28,İstanbul
2026-12-17,Ürün B,Giyim,155,99.41,Gaziantep
2026-10-09,Ürün B,Giyim,334,104.9,İzmir
2026-03-06,Ürün A,Giyim,300,300.91,Bursa
2026-10-28,Ürün B,Ev,62,92.51,İstanbul
2026-08-18,Ürün B,Elektronik,166,81.85,Konya
2026-12-29,Ürün B,Elektronik,259,72.44,Konya
2026-03-09,Ürün C,Ev,322,185.78,İstanbul
2026-07-01,Ürün B,Giyim,42,119.47,Antalya
2026-12-25,Ürün C,Elektronik,69,195.98,Gaziantep
2026-12-30,Ürün A,Ev,83,289.75,Adana
2026-08-11,Ürün A,Giyim,315,290.81,Bursa
2026-07-27,Ürün C,Elektronik,338,130.22,İzmir
2026-01-10,Ürün C,Elektronik,354,162.31,Konya
2026-10-09,Ürün B,Ev,383,80.55,İstanbul
2026-08-30,Ürün A,Ev,407,344.34,İzmir
2026-08-15,Ürün C,Elektronik,488,181.23,İstanbul
2026-11-08,Ürün A,Elektronik,290,269.72,Konya
2026-11-09,Ürün C,Giyim,192,190.56,Adana
2026-03-06,Ürün C,Giyim,208,161.75,İstanbul
2026-06-07,Ürün A,Ev,276,327.67,Konya
2026-07-01,Ürün B,Giyim,420,116.28,İstanbul
2026-01-09,Ürün A,Elektronik,481,344.02,Gaziantep
2026-07-13,Ürün B,Giyim,114,99.48,Gaziantep
2026-03-12,Ürün B,Ev,289,81.56,Ankara
2026-10-25,Ürün A,Ev,495,329.26,Antalya
2026-08-17,Ürün C,Elektronik,356,159.59,Antalya
2026-02-14,Ürün C,Giyim,203,122.7,Antalya
2026-09-18,Ürün A,Ev,389,332.5,Gaziantep
2026-08-19,Ürün C,Ev,131,144.79,Bursa
2026-06-11,Ürün B,Giyim,449,95.78,Konya
2026-02-20,Ürün B,Ev,283,79.75,İstanbul
2026-06-04,Ürün B,Giyim,240,94.82,Adana
2026-08-23,Ürün A,Ev,399,250.09,Konya
2026-01-30,Ürün C,Ev,338,121.38,Antalya
2026-04-15,Ürün B,Ev,373,74.99,Bursa
2026-01-17,Ürün A,Giyim,312,312.33,Konya
2026-09-13,Ürün A,Giyim,465,302.99,Adana
2026-07-07,Ürün A,Ev,138,330.44,Konya
2026-04-29,Ürün A,Giyim,240,286.89,Konya
2026-06-18,Ürün A,Giyim,302,290.14,Gaziantep
2026-01-11,Ürün C,Giyim,374,189.72,İstanbul
2026-11-29,Ürün C,Ev,312,137.48,Antalya
2026-06-03,Ürün A,Ev,413,266.89,Ankara
2026-10-07,Ürün B,Elektronik,69,76.17,İzmir
2026-11-01,Ürün A,Ev,31,275.51,İstanbul
2026-09-09,Ürün A,Giyim,122,323.47,Ankara
2026-10-04,Ürün C,Ev,407,172.33,İzmir
2026-07-15,Ürün B,Giyim,44,96.61,Bursa
2026-10-14,Ürün C,Elektronik,474,126.19,İstanbul
2026-04-08,Ürün C,Ev,361,163.13,İzmir
2026-07-29,Ürün A,Giyim,318,331.78,Adana
2026-07-19,Ürün A,Elektronik,191,266.56,İstanbul
2026-07-05,Ürün B,Ev,338,107.29,Bursa
2026-02-02,Ürün A,Ev,334,272.79,Gaziantep
2026-07-12,Ürün A,Giyim,408,263.36,Antalya
2026-03-11,Ürün B,Giyim,50,90.79,Bursa
2026-11-19,Ürün A,Giyim,282,323.48,Konya
2026-02-04,Ürün C,Giyim,251,192.06,Konya
2026-06-26,Ürün A,Ev,279,267.29,İstanbul
2026-11-27,Ürün A,Ev,55,309.67,İzmir
2026-10-21,Ürün B,Giyim,321,85.74,Adana
2026-12-26,Ürün C,Ev,494,163.01,Ankara
2026-07-25,Ürün B,Ev,52,110.77,Bursa
2026-12-30,Ürün B,Giyim,328,95.9,İstanbul
2026-10-04,Ürün C,Elektronik,335,165.17,Ankara
2026-07-28,Ürün C,Giyim,493,155.57,İstanbul
2026-03-15,Ürün C,Elektronik,479,163.2,Adana
2026-03-19,Ürün C,Ev,436,142.73,Ankara
2026-08-30,Ürün C,Ev,338,125.91,Gaziantep
2026-09-12,Ürün B,Ev,73,113.69,Bursa
2026-04-19,Ürün A,Giyim,110,315.37,İstanbul
2026-03-22,Ürün B,Giyim,464,86.69,Antalya
2026-06-27,Ürün C,Elektronik,405,167.58,Gaziantep
2026-06-05,Ürün A,Giyim,158,297.08,Adana
2026-05-09,Ürün A,Elektronik,152,333.32,İstanbul
2026-11-22,Ürün A,Ev,221,292.13,İstanbul
2026-04-28,Ürün B,Ev,191,114.56,Antalya
2026-07-11,Ürün B,Giyim,335,99.11,İzmir
2026-07-03,Ürün C,Ev,236,155.3,Antalya
2026-05-25,Ürün C,Elektronik,257,158.76,Adana
2026-09-03,Ürün C,Elektronik,449,172.09,Antalya
2026-08-31,Ürün A,Elektronik,297,254.29,Ankara
2026-06-01,Ürün B,Giyim,95,85.17,Ankara
2026-12-23,Ürün A,Giyim,454,313.58,İzmir
2026-11-01,Ürün B,Ev,117,107.1,Ankara
2026-07-04,Ürün A,Elektronik,128,250.22,İstanbul
2026-10-25,Ürün B,Elektronik,130,114.88,İzmir
2026-09-10,Ürün A,Ev,65,272.08,Antalya
2026-01-04,Ürün C,Ev,149,123.45,Ankara
2026-09-15,Ürün B,Giyim,49,99.98,Konya
2026-11-23,Ürün A,Ev,414,289.25,İstanbul
2026-08-05,Ürün C,Giyim,35,167.46,Bursa
2026-01-15,Ürün A,Giyim,302,260.44,İzmir
2026-12-19,Ürün B,Giyim,477,85.5,Gaziantep
2026-03-09,Ürün A,Giyim,113,316.41,Konya
2026-12-09,Ürün B,Ev,438,78.7,Adana
2026-07-10,Ürün C,Elektronik,303,142.44,İzmir
2026-12-03,Ürün B,Giyim,325,92.79,Gaziantep
2026-06-24,Ürün B,Elektronik,176,118.54,Antalya
2026-08-16,Ürün A,Elektronik,132,323.93,Konya
2026-01-31,Ürün C,Giyim,463,153.26,Gaziantep
2026-12-05,Ürün A,Giyim,48,317.28,Adana
2026-08-18,Ürün C,Giyim,358,183.43,İstanbul
2026-11-25,Ürün C,Elektronik,64,120.57,Antalya
2026-07-12,Ürün A,Giyim,229,319.92,Gaziantep
2026-04-05,Ürün B,Ev,476,94.96,Antalya
2026-09-18,Ürün B,Giyim,303,88.88,Bursa
2026-10-31,Ürün B,Ev,491,106.27,Adana
2026-01-08,Ürün B,Giyim,14,86.26,Konya
2026-07-08,Ürün C,Giyim,39,137.32,Bursa
2026-10-09,Ürün C,Elektronik,140,153.6,Adana
2026-06-03,Ürün B,Giyim,152,111.94,Gaziantep
2026-11-08,Ürün B,Elektronik,288,81.01,Gaziantep
2026-01-27,Ürün C,Giyim,63,131.98,Gaziantep
2026-09-23,Ürün A,Elektronik,31,284.35,Ankara
2026-03-05,Ürün A,Elektronik,127,255.79,Antalya
2026-03-28,Ürün B,Elektronik,334,72.85,Bursa
2026-09-20,Ürün C,Ev,219,141.14,Antalya
2026-11-13,Ürün C,Giyim,358,152.93,İzmir
2026-09-09,Ürün C,Ev,131,161.19,Gaziantep
2026-12-23,Ürün A,Elektronik,227,311.55,İzmir
2026-07-13,Ürün B,Elektronik,169,100.87,Konya
2026-01-04,Ürün B,Elektronik,216,111.25,İstanbul
2026-01-19,Ürün A,Elektronik,450,331.25,Ankara
2026-08-20,Ürün A,Giyim,242,290.57,Gaziantep
2026-06-30,Ürün A,Elektronik,464,306.17,Antalya
2026-05-07,Ürün A,Ev,175,302.32,İzmir
2026-09-02,Ürün B,Ev,261,84.94,Ankara
2026-07-08,Ürün A,Elektronik,479,294.31,Bursa
2026-03-16,Ürün C,Giyim,225,168.95,Antalya
2026-05-04,Ürün A,Giyim,366,298.7,Adana
2026-09-23,Ürün B,Ev,90,89.89,İzmir
2026-02-27,Ürün B,Ev,480,109.62,Adana
2026-09-19,Ürün A,Elektronik,495,285.29,Antalya
2026-10-27,Ürün B,Elektronik,265,117.53,Ankara
2026-03-10,Ürün C,Giyim,430,176.76,Konya
2026-06-17,Ürün A,Elektronik,396,299.41,Bursa
2026-06-10,Ürün C,Ev,376,165.29,Antalya
2026-04-06,Ürün A,Giyim,288,260.22,Gaziantep
2026-11-12,Ürün B,Ev,293,103.11,Konya
2026-06-26,Ürün C,Giyim,108,177.09,Konya
2026-05-04,Ürün C,Elektronik,348,120.03,Konya
2026-09-12,Ürün B,Elektronik,483,70.04,Adana
2026-09-24,Ürün B,Giyim,135,102.63,Antalya
2026-02-19,Ürün B,Ev,44,89.7,İzmir
2026-12-10,Ürün A,Elektronik,171,343.14,Konya
2026-03-05,Ürün B,Ev,400,87.78,Bursa
2026-09-19,Ürün A,Ev,430,311.39,İzmir
2026-08-11,Ürün B,Ev,285,72.28,Antalya
2026-07-26,Ürün C,Ev,16,123.44,Adana
2026-07-14,Ürün B,Elektronik,100,76.24,Gaziantep
2026-08-20,Ürün C,Elektronik,254,174.0,Antalya
2026-08-11,Ürün A,Ev,245,335.19,İzmir
2026-02-18,Ürün C,Giyim,434,127.95,Ankara
2026-09-13,Ürün C,Giyim,367,164.32,Bursa
2026-10-04,Ürün A,Giyim,207,265.14,İzmir
2026-12-26,Ürün A,Ev,413,287.81,Bursa
2026-12-02,Ürün B,Elektronik,177,103.0,Konya
2026-01-13,Ürün A,Giyim,301,341.31,Ankara
2026-10-08,Ürün A,Elektronik,87,282.68,Konya
2026-10-26,Ürün A,Ev,477,304.65,Adana
2026-03-24,Ürün B,Elektronik,116,102.03,İzmir
2026-03-13,Ürün B,Ev,359,85.29,İzmir
2026-06-07,Ürün A,Ev,182,284.5,İstanbul
2026-01-15,Ürün A,Ev,396,319.66,Antalya
2026-11-07,Ürün A,Ev,439,250.72,Bursa
2026-05-26,Ürün B,Ev,262,111.87,Antalya
2026-09-10,Ürün C,Elektronik,64,137.86,Gaziantep
2026-12-11,Ürün B,Ev,109,116.88,İzmir
2026-07-29,Ürün A,Giyim,58,277.04,İstanbul
2026-02-18,Ürün B,Ev,135,102.89,İzmir
2026-09-16,Ürün B,Elektronik,96,71.85,Gaziantep
2026-05-08,Ürün A,Elektronik,435,312.54,Gaziantep
2026-04-13,Ürün A,Giyim,10,262.93,Konya
2026-11-19,Ürün A,Giyim,324,289.99,İzmir
2026-05-07,Ürün B,Elektronik,238,70.48,Konya
2026-02-28,Ürün B,Giyim,368,111.75,Gaziantep
2026-06-25,Ürün A,Giyim,87,291.67,İstanbul
2026-03-08,Ürün C,Giyim,375,158.96,İzmir
2026-11-25,Ürün A,Ev,23,293.57,Bursa
2026-12-04,Ürün C,Elektronik,467,142.13,Antalya
2026-08-18,Ürün B,Giyim,291,108.09,Bursa
2026-08-25,Ürün C,Giyim,107,185.72,İstanbul
2026-07-29,Ürün B,Giyim,39,71.51,İzmir
